分词,评分,评论时间
红心柚果型光滑圆润，柚肉香甜可口，非常满意,5,2023-09-27 13:51:42
皮厚，水分少,5,2023-09-27 10:14:39
果子形状不好看，果肉太干了，没有水分,2,2023-09-27 10:09:27
垃圾商家，缺斤少两，买的斤收到两个跟红心柚差不多大，差不多也就一斤半，客服态度恶劣，售后推诿不处理，路过的亲们建议大家绕道，售后非常垃圾，垃圾，垃圾客服,1,2023-09-25 21:15:38
柚子水份足，是红心柚，下次回购,5,2023-09-25 12:20:04
柚子很好吃，水分充足，颗粒饱满，很甜，没有那种涩涩的味道，也不酸，价格实惠。发货、物流也挺快的，客服态度也很好，家里人都很喜欢吃，还会回购的！,5,2020-09-08 16:48:59
柚子收到了非常好皮薄肉厚水多很满意的一次购物下次还会继续购买家人都很喜欢吃特别棒笔芯笔芯笔芯好吃,5,2020-09-09 08:58:13
很大一个，皮薄新鲜又好剥，没有籽，吃起来甜而不涩，汁水多，孩子很喜欢吃，吃完还来这家,5,2023-09-28 17:58:38
红釉确实味道不错，个头很大，味道也非常好，孩子很喜欢吃,5,2023-09-28 15:13:27
物美价廉皮薄肉厚之多，汁多鲜甜，籽小或无籽，好评,5,2023-09-28 15:08:13
柚子皮薄肉水分多，味道很正，酸酸甜甜的，正是我喜欢的味道。,5,2022-07-31 12:45:51
吃起来口感不错，酸酸甜甜的，很新鲜哦，水分充足，可以放心购买啦，没有损坏,5,2022-08-26 15:32:56
柚子好好吃，果肉厚，很饱满，口感好，很甜哦！也很新鲜,5,2022-08-05 15:18:22
没想到月份能吃上这么好吃的柚子，好惊喜，好甜。水份好足，皮薄肉多皮很好剥。,5,2022-08-21 21:23:17
红柚收到了真的是很好吃，味道好极了，马上打开一个吃了，质量满意，剥开一点点皮就能闻到柚子的清香味儿，皮薄肉厚，水分很足，口感也酸酸甜红柚收到了真的是很好吃，味道好极了，马上打开一个吃了，质量满意，剥开一点点皮就能闻到柚子的清香味儿，皮薄肉厚，水分很足，口感也酸酸甜甜的，味道清甜微酸，口感真的不错，吃起来甜蜜多汁，而且分量足哦，下次肯定还会继续甜的，味道清甜微酸，口感真的不错，吃起来甜蜜多汁，而且分量足哦，下次肯定还会继续,5,2022-09-08 08:26:06
柚子新鲜的，酸甜可口。,5,2023-09-23 18:08:31
很差很差，一个烂的了，另一个很肉很干很苦，申请理赔，说理赔元，qutadaye的,1,2023-09-23 17:11:53
难吃皮厚没有汁水不像是今年的柚子,1,2023-09-21 16:12:16
有个大的有些干了，最小的最好吃,5,2023-09-21 14:35:48
巨难吃而且两个只有四斤，没有水分也不甜，,5,2023-09-20 14:52:43
挺好吃哒有一丢丢酸，但不影响,5,2023-09-20 09:04:42
酸到妈都不认识，皮超厚，剥出来就一个手掌心大,5,2023-09-19 17:23:58
一般，一分钱一分货,5,2023-09-19 17:20:40
带盒称的还差一点才到九斤，有点缺斤少两了，柚子不大，吃的前两个水水分还可以，没有那种干巴巴的果肉，第三个的肉有点干，总体还说还过得去,5,2023-09-19 13:18:18
感觉水分不是很足,5,2023-09-18 10:21:41
好吃爱吃喜欢吃,5,2023-09-18 06:59:20
很不错汁水很足很甜,5,2023-09-18 06:58:38
挺好吃的，三个，吃了一个了。,5,2023-09-17 21:10:53
，再也不会买,5,2023-09-17 12:38:01
也真是够牛的，有两个，其中一个差不多比我头都大哈哈,5,2023-09-17 12:37:44
京东好，京东妙，京东速度呱呱叫,5,2023-09-17 12:24:46
价格还可以，味道也不错。,5,2023-09-17 09:03:46
很新鲜，皮很薄，然后基本甜，微微一点点酸味，水分足，还想买一份很好吃，感觉捡到宝一样，朋友圈同事发的，，多吃点均衡下营养每个个头都挺大蜜柚很新鲜，柚子又大又好口感极好皮薄肉厚汁多颗粒饱满，皮很薄。冰箱都塞得满满的。打开来一看，颜色很鲜艳，果肉饱满，尝一尝味道，甜甜的,5,2022-08-25 15:10:45
快递收到了包装完好速度也快皮薄口感也好酸甜可口喜欢物美价廉比超市便宜多了,5,2022-08-24 13:34:55
果肉水分大，红润多汁，果皮很薄很好剥，一剥一片，酸甜可口，好吃！,5,2022-08-22 22:06:27
肉厚汁水多，颜色好看。个头很新鲜。味道很不错。包装严密，发货很快。好评。,5,2022-09-07 08:20:24
个头超级大，水分也特别足，简直太好吃了吧，以后就认真他家的柚子家了，皮薄果肉红,5,2022-09-01 19:37:37
包装严实，发货速度很快，汁水很甜，小孩子也爱吃，还会回购的，值得推荐,5,2022-08-22 15:54:14
超甜的，容易开，肉和皮是分离的，不会粘在一起的。果肉红润爆满，水分充足，关键还很容易剥皮，果肉一片片很完整果子都很新鲜，也很赞，超甜,5,2021-08-17 09:15:18
很好不错卖家发货速度快快递很快三天就到了卖家服务态度非常好宝贝收到了包装的很严实没有损坏谢谢卖家，收到货打开看了质量很好是正品和卖家描述的一样宝贝是高品质的红心柚子绿色食品是产之高山的好宝贝适合很多人食用，收到货打开吃了很好不错水分多是红心的味道纯正很甜这个柚子有保健功能值得购买谢谢卖家以后还会再来你家买的。,5,2020-12-13 06:50:37
柚子非常棒，个头也不小，非常超值，果肉非常饱满，果汁非常多，口感不错，不错的一次购物！,5,2020-12-14 08:21:20
非常好的两个大柚子，水份足足的，味道酸甜可口，一家人都喜欢吃。。,5,2020-12-12 16:30:39
昨天晚上拿了快递，就吃了一个果肉很多，很甜，里面还装了两个！真的要比水果超市便宜好多！推荐大家买哦！,5,2020-12-10 08:16:44
意外的收获，很大的两个柚子。黄黄的很好！下次再买。,5,2020-11-18 12:25:04
红心柚两枚，颜色跟宣传不大一样，像是没熟透，吃起来也不错，五星好评，物流给力。,5,2020-12-11 22:17:37
柚子味道不错，嫩嫩的，水分很大！,5,2020-11-03 22:21:36
水果很甜，老公和我都很喜欢吃呢,5,2020-09-24 13:40:15
味道很好，个头很大，家里人都说挺好的，特别甜，不酸，果味非常浓，越吃越想吃，便宜实惠,5,2020-09-10 10:05:07
送货速度很快包装很好，还没有破柚子水分很足不,5,2023-10-21 20:38:32
到货两个很喜欢成熟的很好,5,2023-09-28 20:11:23
抱着试试看的态度买了两个，结果真的很好，水分足，颗颗饱满，还会再来,5,2023-09-28 15:13:31
第一次买，店家发货迅速，物流很快。长条大箱子，打开了是个大柚子。拿在手里沉甸甸，剥开一个，红肉，汁水饱满，几乎没有酸的感觉。这也太好吃了吧，一口下去，停不下来了。,5,2023-10-31 22:26:18
包装完好，果形较高，红肉看起来特别诱人，果肉味道酸甜适中，水分特别充足，刚到就吃了一个有点意犹未尽，赶紧开第二个！非常不错，价格实惠秋日爱吃水果之一！非常棒！！,5,2023-10-24 19:51:45
柚子收到了，此红心柚子水份充足皮薄很好扒，值得购买，一如既往的好品质，跟图片上的描述的一样下次还会回购，发货快，一次愉快的购物，值得推荐该商家购买，物流给力。,5,2023-10-23 18:46:14
红柚收到了，包装结实美观，红柚个头大小均匀，没有坏果，而且物流也非常给力，很满意？,5,2023-10-27 10:31:16
第一次吃到这么好吃的红柚，非常细腻，口感甜,5,2023-11-07 12:49:47
买了几次都很好，反正不会坏，多囤点,5,2023-10-30 18:04:42
收到接着吃了，皮薄肉厚汁水充足，甜甜的非常好吃,5,2023-10-24 20:48:51
红芯柚子皮薄，水多，口感好。,5,2023-11-03 16:10:17
不错，值得购买！,5,2023-11-03 12:32:17
不错哟，吃了再追评,5,2023-10-28 16:25:06
皮薄肉厚，水分也多,5,2023-11-07 12:06:09
货不对版，并不是三红柚，味道一般般，,1,2023-11-06 18:39:41
一点都不新鲜，感觉放了很久，果肉都干了，不好吃,1,2023-11-04 12:14:15
果肉有点干了，发白,2,2023-11-03 21:30:59
第一次买价格实惠果肉好吃,5,2023-10-30 13:09:34
味道还不错，就是快递送错了，周转了几天,5,2023-10-29 19:37:12
不错，果子品质口感符合预期，准备再买一些。,5,2023-10-29 09:20:03
好吃，爱吃，以后还吃,5,2023-10-29 08:01:36
还不错，水分足，甜，就是有点小,5,2023-10-27 23:27:09
马唬，手机号搞错了，查等半天。,5,2023-10-26 19:34:35
这次柚子不错，皮薄肉厚又甜，赞赞赞,5,2023-10-26 16:19:11
果肉多汁！皮很薄很薄的！很甜！还会回购！,5,2023-10-26 13:45:21
这次的柚子水份足，很甜，不错不错，吃完继续购买,5,2023-10-25 22:01:55
甜度可以，就是皮厚！,4,2023-10-25 21:49:00
水分多，好吃！！！！！！,5,2023-10-25 20:29:47
好大个柚子，份量十足,5,2023-10-24 21:46:31
吃还是好吃，就是不够新鲜，给客服一说马上退了元，点赞她们的态度。,5,2023-10-23 19:57:10
个儿大够分量，酸酸甜甜的好吃,5,2023-10-21 17:25:48
红心柚子非常好吃，汁多味甜！姐妹们赶紧下单吧！,5,2023-10-23 20:11:49
不好吃不甜没水分,1,2022-11-25 11:55:08
还没吃，斤两挺足的，等吃了后续来追评,5,2023-10-13 10:51:04
好吃，甜，水份多,5,2023-09-14 14:20:19
甜,5,2023-09-13 09:59:09
还行吧。,5,2023-03-28 20:32:09
好吃，是我喜欢的味道，口感很好，物流也很快,5,2023-01-10 15:48:44
收到的柚子不能吃，是坏的,1,2023-01-01 11:21:18
柚子都老了，不好吃，柚子外面都长霉了，看图片。,1,2022-12-24 15:13:13
收到的柚子半生不熟，全部扔了，可惜了。不知道算不算质量问题。紧慎购买！,1,2022-12-15 17:19:03
味道挺好的，酸甜口的，皮薄肉厚,5,2022-12-06 22:40:53
太差了，没法吃的，干水的，垃圾货,1,2022-11-28 11:53:56
真心好吃，吃完还会再来,5,2022-11-17 22:19:25
红心柚早就收到了，柚子不错，快递小哥服务也很好，点赞,5,2022-11-15 15:49:13
新鲜，包装好，口感好。,5,2022-11-14 22:33:38
物流快，服务好，还物美价廉,5,2022-11-02 13:13:51
发货速度快，商家服务好，物品与商家描述相符，价格合适，到件速度很快包装完好，物品完好无损，已经用了味道很水分充足不错值得购买。,5,2022-10-21 09:34:07
与实物有一定差距，保存时间较长，,4,2022-03-20 10:56:04
袖子味道很好，水份充足，包装完好。,5,2022-03-15 09:55:48
赞,5,2022-03-13 18:51:45
不能吃，都是皮和籽，不能买，不能下单,5,2022-03-13 17:24:39
果品还算新鲜，味儿也比较纯正。,4,2022-03-12 22:44:32
给家人买的，不知道如何,5,2022-03-05 20:05:39
没水、太干了！,1,2022-03-04 10:29:07
送到现在都没有收到货，我不知道他们怎么工作的,5,2022-03-03 20:14:49
被坑了口感非常差，泛苦味,5,2022-03-03 10:31:24
快递慢得给蜗牛一样，箱子破的不成样子，斤发了个，一个外表都鄢完了，一股酒味，坏的，放了两天另两个也坏了，一点也不好吃，买的最差一次红心柚,1,2022-03-02 10:39:49
不好吃，太苦了,1,2022-03-01 20:24:07
请问这柚子怎么吃，都成子了，硌牙都，真是骗人,1,2022-03-01 16:00:32
大柚子味道很好闻，很好闻，好吃,5,2022-03-01 12:38:40
不错挺好,5,2022-02-28 23:47:33
不想评论，酸，还带点苦涩,5,2022-02-27 19:12:12
速度快。好吃。服务好。快递快。。,5,2022-02-23 13:43:00
我特别喜欢吃柚子，所以反到了季节就狂吃哦,5,2022-02-23 13:04:56
下单几天了都把这个东东忘记了，不是到货来了短信都不知道还买了这个。收货今晚吃了一个，个到是挺大，皮厚里面的货小，有点干，汁不多，可能与时间有关！,5,2022-02-22 22:41:50
柚子挺好吃的，n次回够了,5,2022-02-22 22:02:27
不太好，没多少水分了,3,2022-02-22 14:56:31
看了好几家店，也对比了好几家店，最后发现还是这一家的白心评价最好。快递超快！包装的很好！！很喜欢！！！我会推荐想买白心的朋友也来这家店里买,5,2022-02-22 09:13:54
忘记给我拿红西柚子了,5,2022-02-22 09:03:33
柚子很甜～水分很足～挺好,5,2022-02-21 20:29:51
还没吃品尝了再来评价,5,2022-02-21 19:39:35
柚子很甜，没有坏果！,5,2022-02-21 15:45:51
挺好的，第二次购买没有了。,5,2022-02-21 07:23:17
不错值得推荐多次购买了,5,2022-02-21 02:48:04
东西挺好的，不错，还可以买,5,2022-02-20 21:12:43
颜色一般，口感一般，凑乎吧,4,2022-02-20 16:36:36
个全烂了,1,2022-02-20 09:51:54
行,5,2022-02-19 18:50:43
多次购买，包装完好，其袖子是京喜平台的商品，相对价格偏地，性价比高一些，但品质差一些，快递迅速，服务热情周到，给予五星好评了。,4,2022-02-19 18:13:18
非常哭，难吃，物流慢,1,2022-02-19 17:18:08
拿到手都已经坏了软不隆冬的。唉,5,2022-02-17 16:09:01
